"","x"
"2142","7"
"2143","0"
"2144","6"
"2145","5"
"2146","13"
"2147","2"
"2148","4"
"2149","4"
"2150","8"
"2151","0"
"2152","2"
"2153","12"
"2154","8"
"2155","1"
"2156","5"
"2157","3"
"2158","10"
"2159","10"
"2160","8"
"2161","2"
"2162","10"
"2163","0"
"2164","3"
"2165","8"
"2166","16"
"2167","15"
"2168","0"
"2169","1"
"2170","2"
"2171","0"
"2172","28"
"2173","6"
"2174","10"
"2175","6"
"2176","1"
"2177","4"
"2178","9"
"2179","9"
"2180","3"
"2181","21"
"2182","2"
"2183","3"
"2184","35"
"2185","3"
"2186","1"
"2187","0"
"2188","0"
"2189","11"
"2190","5"
"2191","5"
"2192","20"
"2193","6"
"2194","27"
"2195","23"
"2196","1"
"2197","5"
"2198","31"
"2199","21"
"2200","17"
"2201","0"
"2202","1"
"2203","15"
"2204","8"
"2205","1"
"2206","25"
"2207","15"
"2208","2"
"2209","14"
"2210","3"
"2211","5"
"2212","1"
"2213","0"
"2214","6"
"2215","14"
"2216","3"
"2217","3"
"2218","6"
"2219","2"
"2220","12"
"2221","12"
"2222","0"
"2223","2"
"2224","5"
"2225","2"
"2226","11"
"2227","19"
"2228","4"
"2229","4"
"2230","27"
"2231","2"
"2232","21"
"2233","2"
"2234","6"
"2235","0"
"2236","1"
"2237","3"
"2238","13"
"2239","3"
"2240","0"
"2241","4"
"2242","28"
"2243","15"
"2244","2"
"2245","5"
"2246","5"
"2247","2"
"2248","19"
"2249","11"
"2250","3"
"2251","12"
"2252","7"
"2253","0"
"2254","21"
"2255","5"
"2256","3"
"2257","12"
"2258","11"
"2259","2"
"2260","1"
"2261","0"
"2262","0"
"2263","0"
"2264","1"
"2265","2"
"2266","6"
"2267","2"
"2268","3"
"2269","3"
"2270","16"
"2271","7"
"2272","12"
"2273","15"
"2274","11"
"2275","2"
"2276","5"
"2277","3"
"2278","1"
"2279","6"
"2280","25"
"2281","4"
"2282","17"
"2283","0"
"2284","8"
"2285","0"
"2286","5"
"2287","2"
"2288","1"
"2289","13"
"2290","9"
"2291","15"
"2292","9"
"2293","3"
"2294","31"
"2295","2"
"2296","4"
"2297","24"
"2298","25"
"2299","0"
"2300","6"
"2301","0"
"2302","3"
"2303","0"
"2304","2"
"2305","1"
"2306","5"
"2307","2"
"2308","1"
"2309","9"
"2310","3"
"2311","3"
"2312","2"
"2313","35"
"2314","0"
"2315","7"
"2316","14"
"2317","0"
"2318","6"
"2319","1"
"2320","4"
"2321","7"
"2322","9"
"2323","7"
"2324","28"
"2325","4"
"2326","30"
"2327","1"
"2328","8"
"2329","2"
"2330","12"
"2331","5"
"2332","1"
"2333","2"
"2334","17"
"2335","21"
"2336","11"
"2337","7"
"2338","10"
"2339","9"
"2340","6"
"2341","0"
"2342","0"
"2343","4"
"2344","2"
"2345","0"
"2346","4"
"2347","3"
"2348","2"
"2349","2"
"2350","2"
"2351","1"
"2352","5"
"2353","31"
"2354","1"
"2355","6"
"2356","0"
"2357","18"
"2358","2"
"2359","4"
"2360","8"
"2361","23"
"2362","11"
"2363","2"
"2364","16"
"2365","8"
"2366","2"
"2367","26"
"2368","3"
"2369","4"
"2370","4"
"2371","2"
"2372","3"
"2373","16"
"2374","8"
"2375","3"
"2376","24"
"2377","21"
"2378","13"
"2379","6"
"2380","5"
"2381","7"
"2382","2"
"2383","0"
"2384","6"
"2385","23"
"2386","0"
"2387","3"
"2388","9"
"2389","16"
"2390","4"
"2391","20"
"2392","0"
"2393","21"
"2394","6"
"2395","25"
"2396","14"
"2397","0"
"2398","25"
"2399","5"
"2400","2"
"2401","1"
"2402","4"
"2403","6"
"2404","1"
"2405","3"
"2406","5"
"2407","0"
"2408","0"
"2409","2"
"2410","5"
"2411","0"
"2412","26"
"2413","1"
"2414","10"
"2415","4"
"2416","4"
"2417","19"
"2418","2"
"2419","11"
"2420","27"
"2421","22"
"2422","18"
"2423","30"
"2424","25"
"2425","7"
"2426","2"
"2427","1"
"2428","13"
"2429","8"
"2430","4"
"2431","2"
"2432","3"
"2433","3"
"2434","1"
"2435","24"
"2436","18"
"2437","27"
"2438","1"
"2439","0"
"2440","7"
"2441","19"
"2442","6"
"2443","1"
"2444","4"
"2445","8"
"2446","29"
"2447","11"
"2448","3"
"2449","24"
"2450","0"
"2451","24"
"2452","18"
"2453","4"
"2454","13"
"2455","2"
"2456","2"
"2457","6"
"2458","9"
"2459","14"
"2460","0"
"2461","0"
"2462","16"
"2463","2"
"2464","16"
"2465","26"
"2466","2"
"2467","1"
"2468","19"
"2469","6"
"2470","3"
"2471","10"
"2472","15"
"2473","11"
"2474","2"
"2475","11"
"2476","17"
"2477","5"
"2478","4"
"2479","10"
"2480","29"
"2481","8"
"2482","0"
"2483","10"
"2484","5"
"2485","8"
"2486","0"
"2487","1"
"2488","1"
"2489","10"
"2490","3"
"2491","4"
"2492","3"
"2493","13"
"2494","3"
"2495","7"
"2496","7"
"2497","8"
"2498","8"
"2499","0"
"2500","4"
"2501","32"
"2502","26"
"2503","13"
"2504","2"
"2505","7"
"2506","12"
"2507","34"
"2508","1"
"2509","2"
"2510","20"
"2511","6"
"2512","8"
"2513","10"
"2514","14"
"2515","3"
"2516","6"
"2517","3"
"2518","14"
"2519","3"
"2520","14"
"2521","13"
"2522","13"
"2523","1"
"2524","6"
"2525","0"
"2526","6"
"2527","15"
"2528","1"
"2529","5"
"2530","2"
"2531","9"
"2532","16"
"2533","5"
"2534","11"
"2535","5"
"2536","0"
"2537","1"
"2538","5"
"2539","2"
"2540","15"
"2541","19"
"2542","17"
"2543","3"
"2544","0"
"2545","24"
"2546","4"
"2547","13"
"2548","5"
"2549","3"
"2550","3"
"2551","0"
"2552","4"
"2553","14"
"2554","1"
"2555","9"
"2556","2"
"2557","13"
"2558","18"
"2559","1"
"2560","0"
"2561","26"
"2562","6"
"2563","15"
"2564","1"
"2565","5"
"2566","2"
"2567","0"
"2568","2"
"2569","0"
"2570","14"
"2571","13"
"2572","12"
"2573","9"
"2574","6"
"2575","10"
"2576","19"
"2577","1"
"2578","8"
"2579","18"
"2580","0"
"2581","4"
"2582","1"
"2583","2"
"2584","2"
"2585","15"
"2586","8"
"2587","8"
"2588","13"
"2589","21"
"2590","6"
"2591","2"
"2592","22"
"2593","8"
"2594","2"
"2595","4"
"2596","10"
"2597","15"
"2598","30"
"2599","5"
"2600","1"
"2601","7"
"2602","2"
"2603","0"
"2604","8"
"2605","18"
"2606","25"
"2607","7"
"2608","13"
"2609","2"
"2610","7"
"2611","14"
"2612","7"
"2613","0"
"2614","0"
"2615","11"
"2616","5"
"2617","0"
"2618","1"
"2619","14"
"2620","0"
"2621","6"
"2622","0"
"2623","7"
"2624","27"
"2625","13"
"2626","1"
"2627","13"
"2628","3"
"2629","15"
"2630","11"
"2631","7"
"2632","0"
"2633","5"
"2634","2"
"2635","13"
"2636","10"
"2637","1"
"2638","3"
"2639","1"
"2640","10"
"2641","16"
"2642","0"
"2643","23"
"2644","13"
"2645","0"
"2646","7"
"2647","5"
"2648","6"
"2649","1"
"2650","23"
"2651","1"
"2652","5"
"2653","2"
"2654","3"
"2655","10"
"2656","4"
"2657","1"
"2658","16"
"2659","6"
"2660","0"
"2661","0"
"2662","0"
"2663","2"
"2664","1"
"2665","8"
"2666","3"
"2667","1"
"2668","1"
"2669","5"
"2670","11"
"2671","4"
"2672","28"
"2673","18"
"2674","27"
"2675","1"
"2676","1"
"2677","4"
"2678","2"
"2679","5"
"2680","10"
"2681","1"
"2682","7"
"2683","1"
"2684","7"
"2685","11"
"2686","4"
"2687","1"
"2688","12"
"2689","2"
"2690","19"
"2691","17"
"2692","19"
"2693","3"
"2694","0"
"2695","27"
"2696","2"
"2697","3"
"2698","21"
"2699","6"
"2700","1"
"2701","0"
"2702","1"
"2703","16"
"2704","25"
"2705","7"
"2706","0"
"2707","5"
"2708","11"
"2709","17"
"2710","1"
"2711","1"
"2712","0"
"2713","7"
"2714","0"
"2715","23"
"2716","3"
"2717","4"
"2718","1"
"2719","17"
"2720","3"
"2721","9"
"2722","0"
"2723","0"
"2724","2"
"2725","2"
"2726","24"
"2727","15"
"2728","19"
"2729","1"
"2730","3"
"2731","27"
"2732","17"
"2733","1"
"2734","2"
"2735","1"
"2736","8"
"2737","6"
"2738","4"
"2739","2"
"2740","3"
"2741","1"
"2742","11"
"2743","13"
"2744","12"
"2745","4"
"2746","5"
"2747","17"
"2748","5"
"2749","19"
"2750","0"
"2751","2"
"2752","7"
"2753","9"
"2754","21"
"2755","1"
"2756","21"
"2757","3"
"2758","2"
"2759","17"
"2760","20"
"2761","7"
"2762","8"
"2763","0"
"2764","28"
"2765","2"
"2766","5"
"2767","21"
"2768","18"
"2769","22"
"2770","3"
"2771","1"
"2772","10"
"2773","33"
"2774","16"
"2775","14"
"2776","6"
"2777","3"
"2778","8"
"2779","0"
"2780","12"
"2781","2"
"2782","6"
"2783","1"
"2784","25"
"2785","1"
"2786","4"
"2787","6"
"2788","7"
"2789","1"
"2790","3"
"2791","7"
"2792","0"
"2793","24"
"2794","1"
"2795","6"
"2796","0"
"2797","8"
"2798","5"
"2799","7"
"2800","18"
"2801","1"
"2802","1"
"2803","11"
"2804","0"
"2805","10"
"2806","3"
"2807","27"
"2808","20"
"2809","1"
"2810","9"
"2811","0"
"2812","6"
"2813","2"
"2814","0"
"2815","16"
"2816","1"
"2817","22"
"2818","1"
"2819","8"
"2820","2"
"2821","2"
"2822","0"
"2823","20"
"2824","3"
"2825","3"
"2826","10"
"2827","9"
"2828","2"
"2829","3"
"2830","20"
"2831","7"
"2832","3"
"2833","17"
"2834","1"
"2835","5"
"2836","4"
"2837","6"
"2838","3"
"2839","7"
"2840","2"
"2841","14"
"2842","28"
"2843","1"
"2844","1"
"2845","4"
"2846","9"
"2847","7"
"2848","7"
"2849","15"
"2850","3"
"2851","4"
"2852","8"
"2853","15"
"2854","11"
"2855","4"
"2856","4"
"2857","21"
"2858","13"
"2859","2"
"2860","4"
"2861","0"
"2862","16"
"2863","16"
"2864","0"
"2865","0"
"2866","3"
"2867","7"
"2868","8"
"2869","13"
"2870","7"
"2871","1"
"2872","9"
"2873","9"
"2874","4"
"2875","1"
"2876","2"
"2877","14"
"2878","1"
"2879","3"
"2880","8"
"2881","25"
"2882","0"
"2883","3"
"2884","13"
"2885","8"
"2886","25"
"2887","23"
"2888","13"
"2889","3"
"2890","2"
"2891","2"
"2892","27"
"2893","34"
"2894","18"
"2895","2"
"2896","8"
"2897","13"
"2898","19"
"2899","3"
"2900","24"
"2901","0"
"2902","9"
"2903","13"
"2904","1"
"2905","22"
"2906","8"
"2907","1"
"2908","13"
"2909","12"
"2910","2"
"2911","23"
"2912","5"
"2913","3"
"2914","22"
"2915","25"
"2916","0"
"2917","6"
"2918","6"
"2919","17"
"2920","9"
"2921","1"
"2922","6"
"2923","1"
"2924","8"
"2925","27"
"2926","1"
"2927","1"
"2928","11"
"2929","2"
"2930","1"
"2931","1"
"2932","1"
"2933","10"
"2934","2"
"2935","5"
"2936","3"
"2937","11"
"2938","3"
"2939","0"
"2940","1"
"2941","12"
"2942","1"
"2943","7"
"2944","9"
"2945","1"
"2946","26"
"2947","8"
"2948","10"
"2949","16"
"2950","2"
"2951","3"
"2952","0"
"2953","5"
"2954","14"
"2955","3"
"2956","25"
"2957","9"
"2958","10"
"2959","8"
"2960","4"
"2961","0"
"2962","3"
"2963","17"
"2964","2"
"2965","0"
"2966","10"
"2967","20"
"2968","0"
"2969","4"
"2970","1"
"2971","0"
"2972","2"
"2973","6"
"2974","0"
"2975","16"
"2976","8"
"2977","0"
"2978","7"
"2979","4"
"2980","7"
"2981","2"
"2982","3"
"2983","2"
"2984","7"
"2985","3"
"2986","0"
"2987","0"
"2988","6"
"2989","25"
"2990","10"
"2991","0"
"2992","15"
"2993","6"
"2994","8"
"2995","4"
"2996","38"
"2997","0"
"2998","1"
"2999","5"
"3000","6"
"3001","18"
"3002","3"
"3003","22"
"3004","3"
"3005","3"
"3006","12"
"3007","0"
"3008","4"
"3009","6"
"3010","21"
"3011","6"
"3012","2"
"3013","10"
"3014","3"
"3015","1"
"3016","14"
"3017","3"
"3018","0"
"3019","27"
"3020","30"
"3021","7"
"3022","1"
"3023","8"
"3024","0"
"3025","6"
"3026","2"
"3027","3"
"3028","16"
"3029","14"
"3030","6"
"3031","7"
"3032","1"
"3033","12"
"3034","4"
"3035","8"
"3036","7"
"3037","15"
"3038","0"
"3039","28"
"3040","21"
"3041","3"
"3042","27"
"3043","2"
"3044","1"
"3045","0"
"3046","11"
"3047","2"
"3048","2"
"3049","1"
"3050","7"
"3051","24"
"3052","1"
"3053","7"
"3054","25"
"3055","3"
"3056","1"
"3057","1"
"3058","5"
"3059","33"
"3060","25"
"3061","1"
"3062","26"
"3063","0"
"3064","0"
"3065","13"
"3066","4"
"3067","0"
"3068","9"
"3069","0"
"3070","7"
"3071","0"
"3072","0"
"3073","3"
"3074","24"
"3075","2"
"3076","1"
"3077","3"
"3078","1"
"3079","5"
"3080","10"
"3081","4"
"3082","1"
"3083","5"
"3084","5"
"3085","4"
"3086","10"
"3087","0"
"3088","7"
"3089","6"
"3090","35"
"3091","3"
"3092","9"
"3093","2"
"3094","1"
"3095","6"
"3096","37"
"3097","8"
"3098","2"
"3099","2"
"3100","3"
"3101","8"
"3102","19"
"3103","1"
"3104","1"
"3105","2"
"3106","11"
"3107","0"
"3108","26"
"3109","12"
"3110","12"
"3111","8"
"3112","0"
"3113","26"
"3114","0"
"3115","6"
"3116","3"
"3117","5"
"3118","4"
"3119","0"
"3120","16"
"3121","0"
"3122","1"
"3123","10"
"3124","0"
"3125","1"
"3126","4"
"3127","9"
"3128","11"
"3129","0"
"3130","2"
"3131","35"
"3132","5"
"3133","1"
"3134","4"
"3135","2"
"3136","0"
"3137","16"
"3138","1"
"3139","5"
"3140","2"
"3141","11"
"3142","3"
"3143","6"
"3144","6"
"3145","0"
"3146","14"
"3147","2"
"3148","0"
"3149","2"
"3150","0"
"3151","3"
"3152","7"
"3153","3"
"3154","4"
"3155","0"
"3156","2"
"3157","1"
"3158","1"
"3159","12"
"3160","0"
"3161","2"
"3162","5"
"3163","2"
"3164","7"
"3165","27"
"3166","0"
"3167","1"
"3168","3"
"3169","15"
"3170","8"
"3171","2"
"3172","3"
"3173","8"
"3174","26"
"3175","1"
"3176","1"
"3177","1"
"3178","2"
"3179","5"
"3180","1"
"3181","30"
"3182","5"
"3183","0"
"3184","2"
"3185","8"
"3186","0"
"3187","3"
"3188","21"
"3189","2"
"3190","1"
"3191","3"
"3192","3"
"3193","16"
"3194","2"
"3195","13"
"3196","10"
"3197","0"
"3198","19"
"3199","4"
"3200","0"
"3201","1"
"3202","0"
"3203","2"
"3204","6"
"3205","0"
"3206","11"
"3207","1"
"3208","9"
"3209","4"
"3210","15"
"3211","3"
"3212","14"
"3213","18"
"3214","0"
"3215","4"
"3216","4"
"3217","1"
"3218","6"
"3219","9"
"3220","10"
"3221","3"
"3222","4"
"3223","7"
"3224","3"
"3225","7"
"3226","3"
"3227","20"
"3228","14"
"3229","0"
"3230","0"
"3231","0"
"3232","4"
"3233","2"
"3234","1"
"3235","7"
"3236","4"
"3237","1"
"3238","3"
"3239","1"
"3240","4"
"3241","18"
"3242","33"
"3243","6"
"3244","4"
"3245","2"
"3246","14"
"3247","28"
"3248","0"
"3249","4"
"3250","2"
"3251","5"
"3252","10"
"3253","2"
"3254","1"
"3255","20"
"3256","13"
"3257","10"
"3258","1"
"3259","1"
"3260","20"
"3261","0"
"3262","3"
"3263","5"
"3264","0"
"3265","23"
"3266","10"
"3267","2"
"3268","0"
"3269","23"
"3270","1"
"3271","8"
"3272","0"
"3273","14"
"3274","0"
"3275","3"
"3276","0"
"3277","7"
"3278","1"
"3279","2"
"3280","7"
"3281","14"
"3282","6"
"3283","11"
"3284","7"
"3285","22"
"3286","20"
"3287","4"
"3288","0"
"3289","6"
"3290","21"
"3291","22"
"3292","18"
"3293","9"
"3294","4"
"3295","17"
"3296","6"
"3297","1"
"3298","6"
"3299","13"
"3300","6"
"3301","30"
"3302","0"
"3303","0"
"3304","14"
"3305","2"
"3306","19"
"3307","2"
"3308","2"
"3309","1"
"3310","2"
"3311","4"
"3312","7"
"3313","4"
"3314","1"
"3315","6"
"3316","10"
"3317","0"
"3318","24"
"3319","2"
"3320","1"
"3321","3"
"3322","15"
"3323","1"
"3324","15"
"3325","1"
"3326","1"
"3327","8"
"3328","1"
"3329","0"
"3330","15"
"3331","4"
"3332","19"
"3333","19"
"3334","21"
"3335","9"
"3336","0"
"3337","1"
"3338","4"
"3339","2"
"3340","6"
"3341","2"
"3342","15"
"3343","4"
"3344","3"
"3345","0"
"3346","13"
"3347","0"
"3348","4"
"3349","2"
"3350","0"
"3351","9"
"3352","0"
"3353","6"
"3354","0"
"3355","0"
"3356","6"
"3357","7"
"3358","5"
"3359","8"
"3360","28"
"3361","23"
"3362","18"
"3363","8"
"3364","21"
"3365","2"
"3366","21"
"3367","16"
"3368","6"
"3369","10"
"3370","16"
"3371","5"
"3372","22"
"3373","3"
"3374","12"
"3375","0"
"3376","1"
"3377","6"
"3378","27"
"3379","11"
"3380","2"
"3381","0"
"3382","19"
"3383","0"
"3384","19"
"3385","1"
"3386","1"
"3387","3"
"3388","5"
"3389","20"
"3390","1"
"3391","8"
"3392","0"
"3393","6"
"3394","2"
"3395","4"
"3396","0"
"3397","4"
"3398","4"
"3399","7"
"3400","29"
"3401","24"
"3402","1"
"3403","13"
"3404","2"
"3405","14"
"3406","2"
"3407","1"
"3408","0"
"3409","2"
"3410","11"
"3411","11"
"3412","1"
"3413","3"
"3414","0"
"3415","12"
"3416","0"
"3417","15"
"3418","18"
"3419","1"
"3420","28"
"3421","1"
"3422","1"
"3423","5"
"3424","22"
"3425","1"
"3426","8"
"3427","5"
"3428","3"
"3429","3"
"3430","5"
"3431","7"
"3432","17"
"3433","5"
"3434","6"
"3435","12"
"3436","0"
"3437","19"
"3438","14"
"3439","2"
"3440","16"
"3441","7"
"3442","1"
"3443","3"
"3444","2"
"3445","3"
"3446","1"
"3447","4"
"3448","8"
"3449","5"
"3450","25"
"3451","6"
"3452","4"
"3453","3"
"3454","10"
"3455","4"
"3456","1"
"3457","11"
"3458","1"
"3459","1"
"3460","0"
"3461","25"
"3462","2"
"3463","1"
"3464","15"
"3465","0"
"3466","26"
"3467","6"
"3468","5"
"3469","27"
"3470","3"
"3471","2"
"3472","1"
"3473","8"
"3474","12"
"3475","3"
"3476","15"
"3477","7"
"3478","6"
"3479","0"
"3480","3"
"3481","4"
"3482","5"
"3483","3"
"3484","3"
"3485","5"
"3486","0"
"3487","8"
"3488","2"
"3489","3"
"3490","3"
"3491","0"
"3492","31"
"3493","3"
"3494","4"
"3495","12"
"3496","2"
"3497","0"
"3498","2"
"3499","2"
"3500","3"
"3501","5"
"3502","3"
"3503","39"
"3504","26"
"3505","3"
"3506","4"
"3507","11"
"3508","0"
"3509","4"
"3510","2"
"3511","17"
"3512","0"
"3513","5"
"3514","0"
"3515","8"
"3516","11"
"3517","3"
"3518","9"
"3519","2"
"3520","13"
"3521","10"
"3522","0"
"3523","0"
"3524","17"
"3525","2"
"3526","3"
"3527","20"
"3528","4"
"3529","0"
"3530","4"
"3531","28"
"3532","4"
"3533","10"
"3534","1"
"3535","9"
"3536","1"
"3537","4"
"3538","18"
"3539","1"
"3540","19"
"3541","26"
"3542","4"
"3543","12"
"3544","6"
"3545","2"
"3546","3"
"3547","6"
"3548","0"
"3549","10"
"3550","8"
"3551","1"
"3552","4"
"3553","0"
"3554","1"
"3555","33"
"3556","0"
"3557","0"
"3558","1"
"3559","23"
"3560","4"
"3561","0"
"3562","2"
"3563","1"
"3564","1"
"3565","0"
"3566","4"
"3567","1"
"3568","2"
"3569","6"
"3570","11"
"3571","3"
"3572","3"
"3573","1"
"3574","10"
"3575","2"
"3576","6"
"3577","2"
"3578","11"
"3579","9"
"3580","6"
"3581","2"
"3582","5"
"3583","4"
"3584","7"
"3585","3"
"3586","4"
"3587","1"
"3588","5"
"3589","2"
"3590","3"
"3591","1"
"3592","7"
"3593","3"
"3594","12"
"3595","17"
"3596","0"
"3597","3"
"3598","2"
"3599","8"
"3600","2"
"3601","9"
"3602","5"
"3603","0"
"3604","5"
"3605","3"
"3606","2"
"3607","5"
"3608","1"
"3609","1"
"3610","1"
"3611","0"
"3612","3"
"3613","6"
"3614","1"
"3615","15"
"3616","12"
"3617","1"
"3618","4"
"3619","2"
"3620","23"
"3621","0"
"3622","9"
"3623","0"
"3624","6"
"3625","1"
"3626","1"
"3627","14"
"3628","3"
"3629","0"
"3630","4"
"3631","15"
"3632","1"
"3633","11"
"3634","5"
"3635","5"
"3636","7"
"3637","1"
"3638","19"
"3639","0"
"3640","12"
"3641","15"
"3642","5"
"3643","21"
"3644","0"
"3645","24"
"3646","2"
"3647","3"
"3648","2"
"3649","18"
"3650","0"
"3651","0"
"3652","0"
"3653","14"
"3654","1"
"3655","11"
"3656","5"
"3657","0"
"3658","3"
"3659","3"
"3660","0"
"3661","3"
"3662","1"
"3663","14"
"3664","1"
"3665","0"
"3666","1"
"3667","1"
"3668","25"
"3669","2"
"3670","12"
"3671","6"
"3672","3"
"3673","17"
"3674","3"
"3675","23"
"3676","0"
"3677","7"
"3678","3"
"3679","7"
"3680","6"
"3681","2"
"3682","0"
"3683","0"
"3684","29"
"3685","5"
"3686","1"
"3687","8"
"3688","14"
"3689","2"
"3690","16"
"3691","7"
"3692","6"
"3693","1"
"3694","17"
"3695","4"
"3696","25"
"3697","2"
"3698","1"
"3699","5"
"3700","0"
"3701","2"
"3702","10"
"3703","0"
"3704","1"
"3705","1"
"3706","3"
"3707","0"
"3708","0"
"3709","5"
"3710","30"
"3711","1"
"3712","6"
"3713","23"
"3714","0"
"3715","1"
"3716","0"
"3717","2"
"3718","0"
"3719","1"
"3720","7"
"3721","7"
"3722","15"
"3723","1"
"3724","4"
"3725","10"
"3726","15"
"3727","14"
"3728","3"
"3729","8"
"3730","0"
"3731","4"
"3732","3"
"3733","6"
"3734","14"
"3735","1"
"3736","5"
"3737","7"
"3738","6"
"3739","4"
"3740","0"
"3741","3"
"3742","4"
"3743","23"
"3744","7"
"3745","5"
"3746","2"
"3747","2"
"3748","11"
"3749","1"
"3750","5"
"3751","3"
"3752","15"
"3753","12"
"3754","1"
"3755","4"
"3756","18"
"3757","2"
"3758","0"
"3759","2"
"3760","7"
"3761","4"
"3762","2"
"3763","2"
"3764","1"
"3765","0"
"3766","0"
"3767","28"
"3768","24"
"3769","3"
"3770","2"
"3771","0"
"3772","2"
"3773","9"
"3774","4"
"3775","5"
"3776","1"
"3777","3"
"3778","3"
"3779","2"
"3780","15"
"3781","6"
"3782","0"
"3783","21"
"3784","9"
"3785","9"
"3786","17"
"3787","29"
"3788","29"
"3789","21"
"3790","16"
"3791","10"
"3792","16"
"3793","15"
"3794","13"
"3795","16"
"3796","1"
"3797","4"
"3798","22"
"3799","26"
"3800","2"
"3801","5"
"3802","14"
"3803","2"
"3804","15"
"3805","0"
"3806","0"
"3807","0"
"3808","5"
"3809","0"
"3810","1"
"3811","12"
"3812","5"
"3813","7"
"3814","0"
"3815","26"
"3816","9"
"3817","8"
"3818","4"
"3819","4"
"3820","15"
"3821","1"
"3822","10"
"3823","10"
"3824","1"
"3825","3"
"3826","4"
"3827","0"
"3828","14"
"3829","20"
"3830","3"
"3831","6"
"3832","1"
"3833","0"
"3834","8"
"3835","3"
"3836","18"
"3837","4"
"3838","12"
"3839","9"
"3840","5"
"3841","14"
"3842","1"
"3843","2"
"3844","0"
"3845","1"
"3846","24"
"3847","1"
"3848","7"
"3849","2"
"3850","0"
"3851","14"
"3852","1"
"3853","0"
"3854","1"
"3855","1"
"3856","9"
"3857","10"
"3858","0"
"3859","21"
"3860","19"
"3861","6"
"3862","1"
"3863","2"
"3864","0"
"3865","15"
"3866","0"
"3867","3"
"3868","8"
"3869","8"
"3870","4"
"3871","1"
"3872","0"
"3873","1"
"3874","1"
"3875","26"
"3876","1"
"3877","8"
"3878","4"
"3879","5"
"3880","0"
"3881","4"
"3882","0"
"3883","23"
"3884","0"
"3885","1"
"3886","0"
"3887","8"
"3888","4"
"3889","16"
"3890","3"
"3891","16"
"3892","6"
"3893","0"
"3894","3"
"3895","12"
"3896","4"
"3897","3"
"3898","1"
"3899","25"
"3900","0"
"3901","1"
"3902","29"
"3903","2"
"3904","13"
"3905","3"
"3906","3"
"3907","2"
"3908","2"
"3909","26"
"3910","0"
"3911","20"
"3912","3"
"3913","6"
"3914","4"
"3915","19"
"3916","0"
"3917","17"
"3918","4"
"3919","0"
"3920","0"
"3921","0"
"3922","11"
"3923","5"
"3924","1"
"3925","1"
"3926","6"
"3927","0"
"3928","1"
"3929","2"
"3930","7"
"3931","5"
"3932","5"
"3933","0"
"3934","19"
"3935","14"
"3936","0"
"3937","0"
"3938","1"
"3939","4"
"3940","9"
"3941","4"
"3942","12"
"3943","8"
"3944","5"
"3945","3"
"3946","9"
"3947","6"
"3948","20"
"3949","4"
"3950","3"
"3951","6"
"3952","0"
"3953","4"
"3954","1"
"3955","14"
"3956","1"
"3957","1"
"3958","1"
"3959","26"
"3960","17"
"3961","0"
"3962","25"
"3963","0"
"3964","6"
"3965","1"
"3966","1"
"3967","3"
"3968","17"
"3969","20"
"3970","4"
"3971","29"
"3972","10"
"3973","7"
"3974","18"
"3975","2"
"3976","2"
"3977","0"
"3978","8"
"3979","12"
"3980","3"
"3981","20"
"3982","3"
"3983","28"
"3984","11"
"3985","3"
"3986","4"
"3987","11"
"3988","0"
"3989","0"
"3990","14"
"3991","1"
"3992","2"
"3993","3"
"3994","9"
"3995","0"
"3996","7"
"3997","2"
"3998","5"
"3999","6"
"4000","9"
"4001","0"
"4002","2"
"4003","12"
"4004","11"
"4005","19"
"4006","31"
"4007","4"
"4008","3"
"4009","12"
"4010","1"
"4011","3"
"4012","3"
"4013","3"
"4014","1"
"4015","2"
"4016","6"
"4017","5"
"4018","2"
"4019","0"
"4020","5"
"4021","5"
"4022","2"
"4023","23"
"4024","1"
"4025","0"
"4026","4"
"4027","9"
"4028","5"
"4029","1"
"4030","1"
"4031","32"
"4032","5"
"4033","1"
"4034","2"
"4035","17"
"4036","4"
"4037","3"
"4038","10"
"4039","3"
"4040","0"
"4041","1"
"4042","3"
"4043","3"
"4044","16"
"4045","1"
"4046","5"
"4047","29"
"4048","10"
"4049","3"
"4050","1"
"4051","3"
"4052","2"
"4053","2"
"4054","2"
"4055","2"
"4056","1"
"4057","11"
"4058","4"
"4059","1"
"4060","10"
"4061","1"
"4062","10"
"4063","21"
"4064","0"
"4065","2"
"4066","5"
"4067","16"
"4068","0"
"4069","3"
"4070","18"
"4071","0"
"4072","13"
"4073","9"
"4074","3"
"4075","3"
"4076","16"
"4077","3"
"4078","5"
"4079","1"
"4080","21"
"4081","2"
"4082","0"
"4083","3"
"4084","4"
"4085","8"
